ab_time,gps_speed,acceleration,vehicle_speed,throttle_percentage,brake_percentage,steering_angle,gear_location,drive_mode,speed_KF,acc_KF,accModfiy
20210929:15:21:04.503,1.8,0.0715,0.0,0.95,0.0,-0.03,1,自动驾驶,1.5251697591949336,0.46126278129335435,0.7007
20210929:15:21:04.553,1.8,0.0715,0.130797,0.95,0.0,-0.03,1,自动驾驶,1.6884096697258884,0.5002681669625056,0.7007
20210929:15:21:04.606,2.1636,0.0673,0.260671,0.95,0.0,-0.02,1,自动驾驶,1.9348241129486565,0.5600621377359475,0.65954
20210929:15:21:04.657,2.3184,0.0625,0.395654,0.95,0.0,-0.02,1,自动驾驶,2.1494935485475475,0.6002448994889427,0.6125
20210929:15:21:04.702,2.3184,0.0625,0.535262,0.95,0.0,-0.02,1,自动驾驶,2.282058678585511,0.6089496570294459,0.6125
20210929:15:21:04.753,2.5164,0.0646,0.680541,0.95,0.0,-0.03,1,自动驾驶,2.441908263016592,0.6267322808725966,0.6330800000000001
20210929:15:21:04.807,2.844,0.0606,0.8279780000000001,0.95,0.0,-0.02,1,自动驾驶,2.669936913215567,0.6628560022339114,0.5938800000000001
20210929:15:21:04.856,2.9772,0.0257,0.977367,0.95,0.0,-0.02,1,自动驾驶,2.8584111624375814,0.6638704675088865,0.25186000000000003
20210929:15:21:04.902,2.9772,0.0257,1.12555,0.95,0.0,-0.02,1,自动驾驶,2.971600054960044,0.640033297113953,0.25186000000000003
20210929:15:21:04.951,3.0852,0.0347,1.27265,0.95,0.0,-0.02,1,自动驾驶,3.08177730332131,0.6225347828991,0.34006000000000003
20210929:15:21:05.004,3.1716,0.0235,1.42024,0.95,0.0,-0.02,1,自动驾驶,3.1792057557298197,0.5970083872745104,0.2303
20210929:15:21:05.055,3.2976,0.0239,1.5668,0.95,0.0,-0.02,1,自动驾驶,3.2857348707604226,0.577537681550082,0.23422000000000004
20210929:15:21:05.104,3.4416,0.0454,1.71279,0.95,0.0,-0.02,1,自动驾驶,3.408513123253142,0.5767166944520509,0.44492000000000004
20210929:15:21:05.151,3.4739999999999998,0.0222,1.85345,0.95,0.0,-0.02,1,自动驾驶,3.49174340374008,0.550982238078952,0.21756000000000003
20210929:15:21:05.201,3.4739999999999998,0.0222,1.98815,0.95,0.0,-0.03,1,自动驾驶,3.539282562716241,0.5164015443390516,0.21756000000000003
20210929:15:21:05.254,3.6108,0.013000000000000001,2.1171,0.95,0.0,-0.02,1,自动驾驶,3.617973759444084,0.4911664478905201,0.1274
20210929:15:21:05.303,3.7404,0.0035,2.2427,0.95,0.0,-0.02,1,自动驾驶,3.713307895566162,0.4693076534435923,0.034300000000000004
20210929:15:21:05.351,3.8448,-0.0157,2.36491,0.95,0.0,-0.03,1,自动驾驶,3.807475198848549,0.4395734386784455,-0.15386
20210929:15:21:05.401,3.8448,-0.0157,2.48552,0.95,0.0,-0.02,1,自动驾驶,3.86120360541761,0.3998807716408924,-0.15386
20210929:15:21:05.455,3.9960000000000004,-0.0075,2.60208,0.95,0.0,-0.02,1,自动驾驶,3.951383998894553,0.38085534347993305,-0.0735
20210929:15:21:05.507,4.1148,-0.0116,2.71648,0.95,0.0,-0.02,1,自动驾驶,4.050646519487562,0.36482200591143976,-0.11368
20210929:15:21:05.553,4.1148,0.0069,2.8285400000000003,0.95,0.0,-0.02,1,自动驾驶,4.111362881570775,0.34749523488784484,0.06762
20210929:15:21:05.602,4.122,0.0194,2.93738,0.95,0.0,-0.02,1,自动驾驶,4.150848615428182,0.3316034593516186,0.19012
20210929:15:21:05.861,4.2552,0.019,3.04143,0.95,0.0,-0.02,1,自动驾驶,4.22627388124421,0.32909341797207114,0.1862
20210929:15:21:05.863,4.4388,0.01,3.14451,0.95,0.0,-0.02,1,自动驾驶,4.343439404951056,0.3359207038224315,0.098
20210929:15:21:05.864,4.5144,0.0022,3.24484,0.95,0.0,-0.02,1,自动驾驶,4.443500657843327,0.33232528018410235,0.021560000000000003
20210929:15:21:05.864,4.6692,0.0146,3.34305,0.95,0.0,-0.02,1,自动驾驶,4.566895801401879,0.34321903835995343,0.14308
20210929:15:21:05.864,4.7376,0.0001,3.4375,0.95,0.0,-0.02,1,自动驾驶,4.667235140450913,0.3378106463192229,0.0009800000000000002
20210929:15:21:05.903,4.7376,0.0001,3.5289099999999998,0.95,0.0,-0.02,1,自动驾驶,4.726938786811142,0.31965534124855716,0.0009800000000000002
20210929:15:21:05.956,4.824,0.0215,3.6175699999999997,0.95,0.0,-0.02,1,自动驾驶,4.798690817700924,0.3185703719738963,0.2107
20210929:15:21:06.004,4.824,0.0215,3.70485,0.95,0.0,-0.01,1,自动驾驶,4.841644371588367,0.3081439854376381,0.2107
20210929:15:21:06.057,4.8276,-0.015,3.7897800000000004,0.95,0.0,-0.01,1,自动驾驶,4.862654300135776,0.2727790559501136,-0.147
20210929:15:21:06.101,4.8564,0.0058,3.87109,0.95,0.0,-0.01,1,自动驾驶,4.886457935833746,0.2530598377616717,0.05684
20210929:15:21:06.151,4.9428,-0.019,3.95024,0.95,0.0,-0.01,1,自动驾驶,4.929901526647792,0.2291634974997187,-0.1862
20210929:15:21:06.201,4.9428,-0.019,4.0278,0.95,0.0,0.0,1,自动驾驶,4.95373829934156,0.2015002510083183,-0.1862
20210929:15:21:06.255,5.112,0.0004,4.10542,0.95,0.0,0.0,1,自动驾驶,5.035909640519044,0.2061457808348581,0.003920000000000001
20210929:15:21:06.305,5.112,0.0004,4.18123,0.95,0.0,0.01,1,自动驾驶,5.08565046293234,0.19961478759918952,0.003920000000000001
20210929:15:21:06.353,5.0544,-0.0401,4.25725,0.95,0.0,0.03,1,自动驾驶,5.086046786493983,0.15663467165483472,-0.39298
20210929:15:21:06.402,5.0544,-0.0401,4.33162,0.95,0.0,0.03,1,自动驾驶,5.082270837651184,0.11709612920208788,-0.39298
20210929:15:21:06.454,5.4432,-0.0228,4.40635,0.95,0.0,0.02,1,自动驾驶,5.234292019844975,0.14213417704018275,-0.22344000000000003
20210929:15:21:06.504,5.5224,-0.0212,4.47991,0.95,0.0,0.01,1,自动驾驶,5.3597559398069565,0.15647051689140487,-0.20776000000000003
20210929:15:21:06.557,5.5368,0.0334,4.55354,0.95,0.0,0.02,1,自动驾驶,5.449963065990905,0.1858822037036622,0.32732
20210929:15:21:06.607,5.598,0.0722,4.62611,0.95,0.0,0.03,1,自动驾驶,5.5368755952590085,0.23100426385272316,0.7075600000000001
20210929:15:21:06.652,5.598,0.0722,4.69735,0.95,0.0,0.02,1,自动驾驶,5.593241334207892,0.26103656378990986,0.7075600000000001
20210929:15:21:06.702,5.5836,0.037000000000000005,4.76627,0.95,0.0,0.02,1,自动驾驶,5.619064763080353,0.259447653072963,0.3626000000000001
20210929:15:21:06.753,5.7996,0.0575,4.83458,0.95,0.0,0.01,2,自动驾驶,5.723738437634492,0.29455864862550474,0.5635000000000001
20210929:15:21:06.804,5.7996,0.0575,4.90085,0.95,0.0,-0.02,2,自动驾驶,5.7898268705347995,0.313059478652121,0.5635000000000001
20210929:15:21:06.854,5.9112,0.039,4.9649,0.95,0.0,-0.02,2,自动驾驶,5.873194250489561,0.325589252367678,0.38220000000000004
20210929:15:21:06.901,5.8032,0.0238,5.02881,0.95,0.0,-0.03,2,自动驾驶,5.879016351943012,0.30336659141852296,0.23324000000000003
20210929:15:21:06.951,6.0192,0.0402,5.10856,0.95,0.0,-0.03,2,自动驾驶,5.969173758193438,0.3198340513713665,0.39396000000000003
20210929:15:21:07.003,6.3036,0.0809,5.212680000000001,0.95,0.0,-0.02,2,自动驾驶,6.144388535267546,0.38347647798343354,0.7928200000000001
20210929:15:21:07.054,6.7428,0.1037,5.3243599999999995,0.95,0.0,-0.02,2,自动驾驶,6.43439457900144,0.48951532082192994,1.0162600000000002
20210929:15:21:07.104,6.9228,0.1524,5.442880000000001,0.95,0.0,-0.02,2,自动驾驶,6.697285220354931,0.5999822926693819,1.4935200000000002
20210929:15:21:07.154,7.308,0.1339,5.56871,0.95,0.0,-0.02,2,自动驾驶,7.016758408718336,0.7070954192705503,1.31222
20210929:15:21:07.204,7.308,0.1339,5.72047,0.95,0.0,-0.02,2,自动驾驶,7.218461525173015,0.7635168295545864,1.31222
20210929:15:21:07.257,7.4772,0.1354,5.85482,0.95,0.0,-0.01,2,自动驾驶,7.412649003470333,0.8119276200923178,1.32692
20210929:15:21:07.306,7.7148,0.1042,6.00128,0.95,0.0,0.0,2,自动驾驶,7.624249168283271,0.8444876299155235,1.02116
20210929:15:21:07.352,7.7148,0.1042,6.15982,0.95,0.0,0.01,2,自动驾驶,7.7542607171977815,0.8465926161052203,1.02116
20210929:15:21:07.402,8.3124,0.1542,6.32224,0.95,0.0,0.03,2,自动驾驶,8.078645496665143,0.9382153743722083,1.51116
20210929:15:21:07.456,8.4348,0.188,6.4967,0.95,0.0,0.02,2,自动驾驶,8.335646598446328,1.0149351621584302,1.8424
20210929:15:21:07.506,9.1368,0.1854,6.68094,0.95,0.0,0.02,2,自动驾驶,8.777416588206206,1.142431828210674,1.8169200000000003
20210929:15:21:07.553,9.1368,0.1854,6.86216,0.95,0.0,0.01,2,自动驾驶,9.054407566053255,1.2015077194176864,1.8169200000000003
20210929:15:21:07.604,9.054,0.11599999999999999,7.03914,0.95,0.0,0.01,2,自动驾驶,9.183072217405714,1.1693027960832596,1.1368
20210929:15:21:07.651,9.2916,0.0782,7.2082,0.95,0.0,0.01,2,自动驾驶,9.346881132557229,1.1326834422234948,0.7663600000000002
20210929:15:21:07.703,9.2016,0.0408,7.368239999999999,0.95,0.0,0.01,2,自动驾驶,9.400400165847943,1.0445627595596907,0.3998400000000001
20210929:15:21:07.756,9.4464,-0.0107,7.52458,0.95,0.0,0.01,2,自动驾驶,9.514812497233567,0.9596571984596702,-0.10486000000000001
20210929:15:21:07.802,9.4464,-0.0107,7.67793,0.95,0.0,0.01,2,自动驾驶,9.575536692774929,0.8666172232210181,-0.10486000000000001
20210929:15:21:07.853,9.9144,-0.043,7.82822,0.95,0.0,0.01,2,自动驾驶,9.785833117468906,0.8164218030864809,-0.4214
20210929:15:21:07.902,9.72,-0.0505,7.9801899999999995,0.95,0.0,0.01,2,自动驾驶,9.828509256884086,0.7128857735820987,-0.49490000000000006
20210929:15:21:07.951,9.8604,-0.0047,8.12922,0.95,0.0,0.01,2,自动驾驶,9.907164326013923,0.6564751588875114,-0.046060000000000004
20210929:15:21:08.004,9.8604,-0.0047,8.27002,0.95,0.0,0.01,2,自动驾驶,9.94909338552595,0.5943131037555345,-0.046060000000000004
20210929:15:21:08.054,9.8424,0.0305,8.40746,0.95,0.0,0.02,2,自动驾驶,9.966293010789407,0.5492081077684878,0.2989
20210929:15:21:08.104,9.9936,0.0268,8.54371,0.95,0.0,0.03,2,自动驾驶,10.032343540624828,0.5232900794887099,0.26264000000000004
20210929:15:21:08.154,10.116,0.0019,8.67555,0.95,0.0,0.02,2,自动驾驶,10.11494237082573,0.4928213617157723,0.01862
20210929:15:21:08.202,10.116,0.0019,8.82235,0.95,0.0,0.02,2,自动驾驶,10.161660511282133,0.45397421797136506,0.01862
20210929:15:21:08.251,10.3104,0.0188,8.9771,0.95,0.0,0.02,2,自动驾驶,10.26623787460073,0.4472377180007963,0.18424000000000001
20210929:15:21:08.306,11.3436,-0.0544,9.12866,0.95,0.0,0.02,2,自动驾驶,10.731098155447699,0.5217464092502895,-0.53312
20210929:15:21:08.354,11.3436,-0.0544,9.27471,0.95,0.0,0.02,2,自动驾驶,11.01699612252164,0.5291069646699269,-0.53312
20210929:15:21:08.406,11.142000000000001,0.1166,9.416910000000001,0.95,0.0,0.02,2,自动驾驶,11.133111778748557,0.5683788017115619,1.1426800000000001
20210929:15:21:08.451,11.142000000000001,0.1166,9.558580000000001,0.95,0.0,0.0,2,自动驾驶,11.206454550274536,0.5891985588844532,1.1426800000000001
20210929:15:21:08.502,10.8792,0.0932,9.70016,0.95,0.0,0.0,2,自动驾驶,11.143948360844778,0.5509345866224641,0.9133600000000001
20210929:15:21:08.556,11.0736,0.0669,9.83532,0.95,0.0,0.0,2,自动驾驶,11.176849370525199,0.5346898329487831,0.6556200000000001
20210929:15:21:08.605,11.2968,0.0229,9.96804,0.95,0.0,-0.02,2,自动驾驶,11.278037945730524,0.5199244846483383,0.22442
20210929:15:21:08.654,11.2968,0.0229,10.0952,0.95,0.0,-0.03,2,自动驾驶,11.33737736354376,0.4930612016120266,0.22442
20210929:15:21:08.704,12.2004,0.054000000000000006,10.2192,0.95,0.0,-0.01,2,自动驾驶,11.736326012417699,0.5968981975730729,0.5292000000000001
20210929:15:21:08.751,12.2004,0.054000000000000006,10.3429,0.95,0.0,0.0,2,自动驾驶,11.985412509237378,0.639865160940245,0.5292000000000001
20210929:15:21:08.802,12.51,-0.0834,10.4737,0.95,0.0,0.0,2,自动驾驶,12.243024153731225,0.6096922941427189,-0.81732
20210929:15:21:08.853,13.0104,0.0579,10.6167,0.95,0.0,0.03,2,自动驾驶,12.615169610352982,0.693681651517445,0.56742
20210929:15:21:08.903,12.7872,0.0633,10.7765,0.95,0.0,0.02,2,自动驾驶,12.757824530618906,0.6956537255236337,0.62034
20210929:15:21:08.955,13.0104,0.1937,10.9446,0.95,0.0,0.02,2,自动驾驶,12.951564132838387,0.7816971602881104,1.8982600000000003
20210929:15:21:09.001,13.0104,0.1937,11.1271,0.95,0.0,0.0,2,自动驾驶,13.07585306451702,0.8352853716891417,1.8982600000000003
20210929:15:21:09.052,13.2372,0.0812,11.3067,0.95,0.0,-0.01,2,自动驾驶,13.230024132382237,0.8344525573316148,0.79576
20210929:15:21:09.106,13.3848,0.1252,11.4838,0.95,0.0,-0.01,2,自动驾驶,13.38779462544957,0.8576739103617952,1.22696
20210929:15:21:09.156,14.0616,-0.0585,11.6544,0.95,0.0,-0.03,2,自动驾驶,13.728994439815581,0.8434693494065852,-0.5733
20210929:15:21:09.202,14.0616,-0.0585,11.8262,0.95,0.0,-0.03,2,自动驾驶,13.93240520330363,0.7855791347126743,-0.5733
20210929:15:21:09.253,14.436,-0.0713,11.9962,0.95,0.0,-0.02,3,自动驾驶,14.240162519950768,0.9178940400866156,2.2555791347126743
20210929:15:21:09.305,14.436,-0.0713,12.1731,0.95,0.0,-0.03,3,自动驾驶,14.439123818430605,1.0066336864649257,2.3878940400866155
20210929:15:21:09.355,14.364,-0.0173,12.347999999999999,0.95,0.0,-0.02,3,自动驾驶,14.500605004306106,0.9051657027254898,-0.16954
20210929:15:21:09.403,13.95,0.1329,12.5178,0.95,0.0,-0.02,3,自动驾驶,14.38396617847728,0.8342871252747818,1.30242
20210929:15:21:09.452,15.138,-0.1711,12.6773,0.95,0.0,0.0,3,自动驾驶,14.797147251212444,0.9983623676684071,2.3042871252747816
20210929:15:21:09.502,14.4144,0.0004,12.8258,0.95,0.0,0.0,3,自动驾驶,14.73735875905798,0.8671355245219526,0.003920000000000001
20210929:15:21:09.556,16.0848,-0.0672,12.9732,0.95,0.0,0.03,3,自动驾驶,15.391420484936878,1.1084189740428894,2.3371355245219525
20210929:15:21:09.605,15.444,0.2021,13.1708,0.95,0.0,0.02,3,自动驾驶,15.5449223430958,1.1393713475123055,1.9805800000000002
20210929:15:21:09.650,16.236,0.2484,13.3842,0.95,0.0,0.0,3,自动驾驶,15.963316336938489,1.2778678084447064,2.4343200000000005
20210929:15:21:09.701,15.4332,0.2339,13.5762,0.95,0.0,-0.01,3,自动驾驶,15.904150793156495,1.2364287125218518,2.29222
20210929:15:21:09.756,15.642000000000001,0.1402,13.7629,0.95,0.0,-0.01,3,自动驾驶,15.934860553334222,1.1806546010161865,1.37396
20210929:15:21:09.804,16.128,0.2887,13.9739,0.95,0.0,-0.01,3,自动驾驶,16.161123327039277,1.262823942680201,2.6506546010161864
20210929:15:21:09.852,16.5924,0.1301,14.2272,0.95,0.0,-0.02,3,自动驾驶,16.470186340655054,1.2903298974549815,1.27498
20210929:15:21:09.905,16.8804,0.4037,14.5147,0.95,0.0,-0.02,3,自动驾驶,16.79511367436302,1.3984325805395308,2.7603298974549815
20210929:15:21:09.956,17.3844,0.1185,14.7734,0.95,0.0,-0.02,3,自动驾驶,17.17837420994669,1.4291296876539967,1.1613
20210929:15:21:10.004,17.3844,0.1185,15.0016,0.95,0.0,-0.01,3,自动驾驶,17.41121676002734,1.406963693584045,1.1613
20210929:15:21:10.055,17.6004,-0.0108,15.2285,0.95,0.0,-0.01,3,自动驾驶,17.660340710777973,1.4832596596170835,2.8769636935840452
20210929:15:21:10.102,17.9352,-0.0002,15.4468,0.95,0.0,-0.02,3,自动驾驶,17.9519713789872,1.569010302654262,2.9532596596170837
20210929:15:21:10.151,18.4032,-0.1807,15.6662,0.95,0.0,-0.02,3,自动驾驶,18.323402647327907,1.675910825216174,3.039010302654262
20210929:15:21:10.203,18.4032,-0.1807,15.8968,0.95,0.0,-0.03,3,自动驾驶,18.55782657548675,1.7314692854657523,3.1459108252161743
20210929:15:21:10.255,19.1952,0.2189,16.1388,0.95,0.0,-0.01,3,自动驾驶,19.005808164433912,1.798118199496155,2.14522
20210929:15:21:10.302,18.414,0.1956,16.3813,0.95,0.0,0.0,3,自动驾驶,18.965064934677272,1.6846519843733416,1.9168800000000001
20210929:15:21:10.352,18.918,0.0692,16.6107,0.95,0.0,0.01,3,自动驾驶,19.113481638029025,1.5806113742860863,0.67816
20210929:15:21:10.403,18.8892,0.3419,16.8212,0.95,0.0,0.03,3,自动驾驶,19.215996252380744,1.5984623089054466,3.0506113742860865
20210929:15:21:10.453,19.1664,-0.0708,17.0218,0.95,0.0,0.03,3,自动驾驶,19.39030418282724,1.6388480209596497,3.0684623089054464
20210929:15:21:10.501,19.0476,0.1921,17.2208,0.95,0.0,0.02,3,自动驾驶,19.43381460617165,1.5690885445520253,1.8825800000000001
20210929:15:21:10.551,19.4976,0.113,17.4123,0.95,0.0,0.02,3,自动驾驶,19.622050355358077,1.513746528236161,1.1074000000000002
20210929:15:21:10.601,19.6704,0.0173,17.5901,0.95,0.0,0.0,3,自动驾驶,19.78523038549663,1.4068256239586332,0.16954
20210929:15:21:10.667,20.0772,0.0277,17.7524,0.95,0.0,0.02,3,自动驾驶,20.037351358513206,1.3464858712298942,0.27146000000000003
20210929:15:21:10.704,19.7892,0.0856,17.9124,0.95,0.0,0.02,3,自动驾驶,20.076113740379604,1.2527688738828537,0.8388800000000001
20210929:15:21:10.753,20.0916,0.0106,18.0805,0.95,0.0,0.01,3,自动驾驶,20.200818174281732,1.1589587862661666,0.10388000000000001
20210929:15:21:10.802,20.0412,0.1106,18.2586,0.95,0.0,0.01,3,自动驾驶,20.26105936883273,1.1062393308033531,1.0838800000000002
20210929:15:21:10.854,20.7432,0.1043,18.4417,0.95,0.0,0.01,4,自动驾驶,20.57214528906265,1.138586689275515,1.02214
20210929:15:21:10.905,20.0772,0.2015,18.6204,0.95,0.0,0.01,4,自动驾驶,20.509396406746948,1.094792616214627,1.9747000000000003
20210929:15:21:10.953,21.0492,0.0671,18.7836,0.95,0.0,-0.02,4,自动驾驶,20.83714476723852,1.1146388812256753,0.6575800000000002
20210929:15:21:11.001,21.0492,0.0671,18.9227,0.95,0.0,-0.01,4,自动驾驶,21.035663860766103,1.0897994378747975,0.6575800000000002
20210929:15:21:11.056,20.3292,0.0136,19.0512,0.95,0.0,-0.01,4,自动驾驶,20.8568357995656,0.9160524570832642,0.13328
20210929:15:21:11.103,21.2328,0.11,19.1864,0.95,0.0,0.0,4,自动驾驶,21.108512491544154,0.9531248069779943,1.078
20210929:15:21:11.154,20.6856,0.0753,19.3132,0.95,0.0,0.01,4,自动驾驶,21.0391686972575,0.8625981684022646,0.7379400000000002
20210929:15:21:11.201,20.6856,0.0753,19.4455,0.95,0.0,0.0,4,自动驾驶,20.989104919413467,0.788543148899737,0.7379400000000002
20210929:15:21:11.251,20.8764,-0.0544,19.5911,0.95,0.0,-0.02,4,自动驾驶,21.009872358489037,0.678910766903794,-0.53312
20210929:15:21:11.305,21.3912,0.1739,19.7508,0.95,0.0,-0.02,4,自动驾驶,21.250705320171214,0.7720531780495729,1.70422
20210929:15:21:11.354,21.3588,0.1692,19.9313,0.95,0.0,-0.02,4,自动驾驶,21.390283747841206,0.819061916204845,1.65816
20210929:15:21:11.401,22.3344,0.1404,20.1106,0.95,0.0,-0.02,4,自动驾驶,21.864491079040775,0.9558535095251136,1.37592
20210929:15:21:11.452,21.4668,0.4105,20.2703,0.95,0.0,-0.01,4,自动驾驶,21.83017117407232,0.9656940335890928,2.4258535095251137
20210929:15:21:11.506,21.2508,0.1915,20.3988,0.95,0.0,0.0,4,自动驾驶,21.716077377501545,0.9192106822842058,1.8767000000000003
20210929:15:21:11.556,20.5848,0.1474,20.4991,0.95,0.0,0.0,4,自动驾驶,21.370588688125157,0.779068049279599,1.44452
20210929:15:21:11.602,21.5964,-0.1186,20.6073,0.95,0.0,0.01,4,自动驾驶,21.56654351115674,0.8750308362495444,2.249068049279599
20210929:15:21:11.652,21.8304,0.0401,20.7557,0.95,0.0,0.02,4,自动驾驶,21.759535151237895,0.8612268446178466,0.39298
20210929:15:21:11.702,22.7196,0.1012,20.9729,0.95,0.0,0.02,4,自动驾驶,22.238441302767672,0.9745478734970505,0.9917600000000001
20210929:15:21:11.755,23.4,0.1618,21.1869,0.95,0.0,0.04,4,自动驾驶,22.817201485765644,1.1393630328885436,1.5856400000000002
20210929:15:21:11.804,23.4252,0.1418,21.3312,0.95,0.0,0.01,4,自动驾驶,23.187091279538578,1.2067370941640077,1.3896400000000002
20210929:15:21:11.851,22.9932,0.2191,21.4821,0.95,0.0,0.03,4,自动驾驶,23.25363510291648,1.2069077396823646,2.14718
20210929:15:21:11.902,23.076,-0.0624,21.6521,0.95,0.0,0.02,4,自动驾驶,23.334442533175793,1.2397290782970136,2.6769077396823646
20210929:15:21:11.954,23.688000000000002,0.0391,21.8264,0.95,0.0,0.01,4,自动驾驶,23.597224588066958,1.2075041015686891,0.3831800000000001
20210929:15:21:12.008,23.688000000000002,0.0391,22.0161,0.95,0.0,0.01,4,自动驾驶,23.751897835497868,1.1433638843092104,0.3831800000000001
20210929:15:21:12.052,24.3144,0.0202,22.2167,0.95,0.0,0.0,4,自动驾驶,24.08653950195251,1.1357571637760004,0.19796
20210929:15:21:12.101,23.8248,0.2074,22.4057,0.95,0.0,-0.03,4,自动驾驶,24.117642291810178,1.1261730207627725,2.0325200000000003
20210929:15:21:12.155,24.8724,0.0749,22.5662,0.95,0.0,-0.02,4,自动驾驶,24.535409605832367,1.176122892072989,0.73402
20210929:15:21:12.204,24.8724,0.0749,22.7045,0.95,0.0,-0.01,4,自动驾驶,24.790755930142243,1.1671098321608449,0.73402
20210929:15:21:12.255,25.236,-0.1506,22.8441,0.95,0.0,0.0,4,自动驾驶,25.11638474528749,1.2827310225477608,2.637109832160845
20210929:15:21:12.301,25.236,-0.1506,23.0053,0.0,0.0,0.03,4,自动驾驶,25.324266779327274,1.3528231902401437,2.752731022547761
20210929:15:21:12.351,25.6788,-0.0223,23.1876,0.0,0.95,0.02,4,自动驾驶,25.63367462424396,1.452130073307586,2.8228231902401437
20210929:15:21:12.404,25.4088,0.3597,23.3771,0.0,0.95,0.01,4,自动驾驶,25.722074915173785,1.4729423666196282,2.922130073307586
20210929:15:21:12.456,25.0524,0.1126,23.5616,0.0,0.95,0.02,4,自动驾驶,25.607927844484717,1.328798806115438,1.1034800000000002
20210929:15:21:12.502,25.0524,0.1126,23.7345,0.0,0.95,0.0,4,自动驾驶,25.525972719990296,1.211373160449795,1.1034800000000002
20210929:15:21:12.553,25.5348,0.0725,23.8719,0.0,0.95,-0.02,4,自动驾驶,25.653018498207977,1.1550123075427712,0.7105
20210929:15:21:12.603,25.5096,0.1028,23.9584,0.0,0.95,-0.01,4,自动驾驶,25.718252433534907,1.1003373613045406,1.0074400000000001
20210929:15:21:12.654,25.0992,-0.2022,24.0018,0.0,0.95,0.01,4,自动驾驶,25.611004849925457,1.0776688702063089,2.5703373613045404
20210929:15:21:12.701,24.552,-0.1281,24.0265,0.0,0.95,0.01,4,自动驾驶,25.32535031699772,0.9977183270010329,2.5476688702063086
20210929:15:21:12.752,24.408,-0.321,24.0563,0.0,0.95,0.01,4,自动驾驶,25.087714985689445,0.9382752083254249,2.467718327001033
20210929:15:21:12.802,24.9444,0.0501,24.0903,0.0,0.95,0.02,4,自动驾驶,25.125197979611666,0.8714678707518247,0.49098
20210929:15:21:12.854,24.9696,-0.4178,24.1171,0.0,0.95,0.02,4,自动驾驶,25.178588552991187,0.9151203107483715,2.3414678707518246
20210929:15:21:12.903,24.4908,-0.1907,24.1267,0.0,0.95,0.02,4,自动驾驶,25.023844884154347,0.887799960219832,2.3851203107483716
20210929:15:21:12.951,25.1964,-0.1751,24.1136,0.0,0.95,0.0,4,自动驾驶,25.21024398684105,0.974191742372632,2.357799960219832
20210929:15:21:13.001,25.1964,-0.1751,24.0782,0.0,0.95,0.0,4,自动驾驶,25.33142405331388,1.0340434244054244,2.444191742372632
20210929:15:21:13.054,23.8356,-0.2209,24.0143,0.0,0.95,0.01,4,自动驾驶,24.866352153222927,0.897718341200848,2.5040434244054244
20210929:15:21:13.106,22.5432,-0.4244,23.9056,0.0,0.95,0.02,4,自动驾驶,24.055666818455816,0.6558911253709958,2.367718341200848
20210929:15:21:13.152,21.7908,-0.3782,23.7332,0.0,0.95,0.02,4,自动驾驶,23.242173089310526,0.4274442759282514,2.1258911253709956
20210929:15:21:13.201,21.7908,-0.3782,23.5044,0.0,0.95,0.01,4,自动驾驶,22.7293610365638,0.3113103143951343,1.8974442759282515
20210929:15:21:13.257,20.8728,-0.2029,23.2409,0.0,0.95,0.01,4,自动驾驶,22.041950922144796,0.14467399857132573,1.7813103143951343
20210929:15:21:13.305,20.8728,-0.2029,22.9586,0.0,0.95,0.01,4,自动驾驶,21.611471568764895,0.07231857787196252,1.6146739985713257
20210929:15:21:13.356,20.0196,-0.3366,22.6378,0.0,0.95,0.0,4,自动驾驶,21.004110451544495,-0.0538789370948107,1.5423185778719626
20210929:15:21:13.401,20.195999999999998,-0.3419,22.2516,0.0,0.95,-0.03,4,自动驾驶,20.69658334740953,-0.07408976490783199,1.4161210629051892
20210929:15:21:13.450,18.738,-0.3562,21.8498,0.0,0.95,-0.03,4,自动驾驶,19.926742764114042,-0.2450169634034675,1.395910235092168
20210929:15:21:13.505,18.4716,-0.2008,21.4936,0.0,0.95,0.0,4,自动驾驶,19.339791050746935,-0.3457389308406601,1.2249830365965324
20210929:15:21:13.556,17.7336,-0.3164,21.1624,0.0,0.95,0.02,4,自动驾驶,18.68154882444322,-0.4639289469500553,1.1242610691593398
20210929:15:21:13.604,16.776,-0.593,20.7653,0.0,0.95,0.02,4,自动驾驶,17.890813139485818,-0.6186645415245338,1.0060710530499446
20210929:15:21:13.655,16.1352,-0.5016,20.2927,0.0,0.95,0.02,4,自动驾驶,17.143331223304557,-0.750035330163049,0.8513354584754662
20210929:15:21:13.701,16.2468,-0.5734,19.7387,0.0,0.95,0.01,4,自动驾驶,16.725249040044222,-0.765398440437526,0.719964669836951
20210929:15:21:13.751,15.7968,-0.2476,19.182000000000002,0.0,0.95,0.0,4,自动驾驶,16.29274199993706,-0.7845927493609597,0.704601559562474
20210929:15:21:13.804,14.5512,-0.1721,18.7047,0.0,0.95,-0.01,4,自动驾驶,15.498281290225835,-1.0468867272728044,-1.6865800000000002
20210929:15:21:13.855,13.4928,-0.3721,18.2988,0.0,0.95,-0.02,4,自动驾驶,14.604612923858225,-1.2009652333883007,0.42311327272719557
20210929:15:21:13.904,12.8772,-0.2031,17.8442,0.0,0.95,-0.03,4,自动驾驶,13.772477185710423,-1.4450653324143485,-1.9903800000000003
